AwardId,AwardedOn,AwardName,AwardAbbr,AwardSystem,ClaspLevel,ClaspText,GazetteName,GazetteGivenName,GazetteSurname,GazetteSuburb,GazetteState,GazettePostcode,AnnouncementEvent,Division,AdditionalInfo,Citation,MediaNote
2010578,01/26/2022 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Mr John James TANSEY,John James,TANSEY,Camperdown,NSW,2050,Australia Day 2022 Honours List,,NSW Public Service, For outstanding public service to building regulation in New South Wales.,"Mr John Tansey is currently serving as the Executive Director of Policy and Strategy within the New South Wales Department of Customer Service. Mr Tansey has proven himself to be an integral staff member, making significant contributions to the New South Wales Government's regulatory policy and practices, particularly within building regulation. In applying his policy expertise, Mr Tansey has demonstrated an ability to balance competing political and stakeholder interests, ensuring the latest developments in modern regulatory theory and practice are applied with the interests of the people of New South Wales in mind. Mr Tansey has implemented many building reforms including in plumbing regulation; gas and electrical consumer safety;  building certification; fire and product safety; and as the New South Wales representative on the Australian Building Codes Board.  As Chair of the New South Wales Cladding Taskforce, Mr Tansey led agencies across the New South Wales Government to develop a practical response to the Greenfell Tower cladding fire. This issue together with other significant building incidents culminated in the introduction of the Design and Building Practitioners Act 2020 and the Residential Apartment Buildings (Compliance and Enforcement Powers) Act 2020. Both were landmark reforms to the New South Wales Construction Industry and have delivered transformative results.  Over the last four years, Mr Tansey has also taken stewardship of over 80 pieces of legislation. This includes working on real estate licensing reform, liquor licensing reform, music festivals, the response to the Bergin Inquiry into Crown Casino, and the wide-ranging regulatory improvements that became the Better Business Reform package. Mr Tansey has consistently performed at the highest standard and his dedication to the cause has cemented his reputation as a leader in policy and strategy execution. His collaborative and considered approach has earned him respect and acknowledgement from the building industry, his peers and colleagues alike.  "
2010579,01/26/2022 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Mr Mark Joseph CONNELLY,Mark Joseph,CONNELLY,Marrabel,SA,5431,Australia Day 2022 Honours List,,SA Public Service,For outstanding public service to achieving outcomes for the Anangu communities.,"Mr Mark Connelly is the inaugural Principal Manager who single-handedly established the Anangu Pitjantjatjara Yankunytjatjara (APY) Trade Training Centre in 2012.  Through his personal commitment and energy, Mr Connelly established the site to provide significant VET for secondary students and community members, and a highly valued conference facility for the Department for Education. His work has resulted in 1,385 of the 2,500 people on the APY Lands participating in and attending programs since its inception.  Mr Connelly's connection and engagement has been broader than his role with the Department for Education. The Department of Families, Housing, Community Services and Indigenous Affairs (FAHCSIA) engaged him to restructure community councils and develop a more representative model of community governance based on family groupings across the communities of Yalata, Indulkana, Mimili and Ernabella.  Mr Connelly has worked in the APY Lands TAFE program for TAFE SA and secured funding for Pipalyatjatjara/Kalka Community's first ever Learning Centre. He looked after the construction of Community Learning Centres at Indulkana and Fregon. He was fortunate to coordinate the training of the first group of Anangu, to deliver Cultural Awareness workshops to non-Indigenous people.  Mr Connelly has established and worked with up to five generations of families, as well as the APY Executive, the Pitjantjatjara Yankunytjatjara Education Committee (PYEC), local community and school councils.  The Trade Training Centre now has connections with agencies and organisations including Ngaanyatjarra Pitjantjatjara Yankunytjatjara (NPY) Women's Council, Empowered Communities, JAWUN, Aboriginal Mental Health First Aid, and Regional Anangu Services Aboriginal Corporation (RASAC). Mark has worked hard to achieve outstanding outcomes for students, families and the broader community through 30 years of dedicated service to the Anangu.  "
2010580,01/26/2022 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Mrs Sara Elizabeth FLEMING,Sara Elizabeth,FLEMING,Daw Park,SA,5041,Australia Day 2022 Honours List,,SA Public Service,For outstanding public service to the development and provision of Paediatric Palliative Care Services.,"Mrs Sara Fleming has been the Clinical Service Director of the Paediatric Palliative Care Service (PPCS) at the Women's & Children's Hospital in South Australia for over 20 years. The PPCS provides care to approximately 30 children per year, ranging from antenatal (during pregnancy) to 18 years of age who are living with a life-limiting or life-threatening condition, their families and the wider community.  Mrs Fleming identified the need for a specialised paediatric palliative care service and pioneered the PPCS in South Australia. She has led and contributed to initiatives to improve the care of children with palliative care needs and secured funding to support expansion of services including holistic interdisciplinary roles such as doctors, nurses, an educator, a social worker, art therapist, grief and loss support, and administrative and business support.  Mrs Fleming has been a support for local and national clinicians and she has been instrumental in developing state-wide and hospital specific policies and procedures to guide best practice and to ensure that children and families receive the highest level of evidence-based care.  Mrs Fleming regularly presents as an expert at national and international conferences and is a clinical tutor at Flinders University writing and developing the paediatric palliative care course topic. Recently she initiated and developed the Paediatric Palliative Care Australia and New Zealand (PAPCANZ) Association.  She was integral in securing a $3m grant and is overseeing a project focused on raising awareness about paediatric palliative care in Australia and improving family-centred care.  Mrs Fleming worked in partnership with a planning team to build and open Laklinyeri Beach House. Opened in 2017, the house is specifically designed, constructed and medically equipped to meet the needs of children with complex health care needs, supporting families to take a holiday and build the memories required to last a lifetime.  Mrs Fleming builds relationships with many families with a child in palliative care, making plans with them and empowering them with support to care for their child and give them the best quality of life possible.  "
2010581,01/26/2022 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Mr Kirk RICHARDSON,Kirk,RICHARDSON,Ashbourne,SA,5157,Australia Day 2022 Honours List,,SA Public Service,For outstanding public service in developing and implementing key projects for the City of Onkaparinga.,"Mr Kirk Richardson has worked for the City of Onkaparinga for 32 years in a range of operational and leadership roles. He is currently serving as the Director of City Operations.  Mr Richardson's outstanding contributions are demonstrated through his ability to create solutions to long term community issues, many of which impact residents beyond the borders of the city. Notably Mr Richardson has been responsible for leading the planning and delivery of numerous important Infrastructure, social and environmental projects and programs from Library and Community buildings, redevelopment of public spaces and the foreshore, road management, Coastal management solutions, stormwater management and harvesting through the Water Proofing the South project and Landfill site closure and post closure management in a cost effective, efficient manner for the benefit of the community. Development of contemporary strategic plans and management processes has been at the forefront throughout in the development of Councils Strategic Asset management plans and supporting management plans ensuring that they link to Councils financial sustainability for the current and future residents of the city. Mr Richardson is a key member of the Board of Southern Region Waste Resource Authority (SRWRA). Council waste is routed to the local resource recovery centre and either processed as landfill or recycled. Up until 2019, most of the recycling was sent overseas, and through the disruption to the recycling industry.Mr Richardson recognised the increasing difficulties associated with offshore processing recyclables and in conjunction with SRWRA developed a strategic plan to build a state-of-the-art recycling plant within the council's existing waste landfill site, planning and developing a thriving carbon neutral waste management precinct. The delivery of these projects has been instrumental in meeting the current and future needs of communities, with significant positive environmental impacts.  Mr Richardson is highly valued for his commitment to community, camaraderie, selfless service, hands on approach, and perseverance to achieve the best practical outcomes. Many projects would not have been achieved without Mr Richardson's long-term perspective and valuable contributions.   "
2010595,01/26/2022 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Ms Jasmina JOLDIC,Jasmina,JOLDIC,Rochedale South,QLD,4123,Australia Day 2022 Honours List,,Qld Public Service,For outstanding public service through delivery of critical functions and health policies that have contributed to the successful COVID-19 response in Queensland.,"Ms Jasmina Joldic is currently serving as the Assistant Director-General, Policy, Portfolio and Government Services in Queensland Government. Ms Joldic has had an extensive career in the public service, predominately in Queensland but also in the Commonwealth Government and Victoria.  For the past five years she has been dedicated to improving the health of Queenslanders via her role as the Head of the Office of the Director-General and System Strategy Division. This role was critical to the Queensland Health COVID response and Ms Joldic worked closely with the Director-General, Chief Health Officer and 16 Health and Hospital Services to deliver an integrated pandemic response across Queensland Health, Queensland Police Service and the State Emergency Centre with community safety and public health at the centre.  Under Ms Joldic's leadership, critical enabling functions and infrastructure were rapidly established to support the Government's pandemic response. Ms Joldic was pivotal in connecting and coordinating the decision making and the flow of information across government. The work that Ms Joldic led throughout the COVID-19 response has had a significant impact across the Queensland public service and has also impacted the lives of all Queenslanders.  The functions that Ms Joldic established meant that Queensland stayed at the forefront of COVID-19 policy development, both across the state and nationally.  "
2010596,01/26/2022 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Ms Julie STEEL,Julie,STEEL,Springfield,QLD,4300,Australia Day 2022 Honours List,,Qld Public Service,For outstanding public service through court innovations for Queensland.," Ms Julie Steel is currently serving as Executive Director of the Supreme, District and Land Courts Service. Ms Steel has excelled in this role over the last decade and has been at the forefront of court innovations. Her leadership and talent for organisation and innovation have supported the courts to manage their workloads efficiently, while greatly improving accessibility to the public. Her talent lies in system organisation and staff leadership, resulting in vastly improved registry services over the last decade to the benefit of the judiciary, the legal profession and the public.Her ingenuity has enabled the higher courts, with very limited means, to advance some way into the digital age. Importantly her efforts have ensured the courts have been able to cope with existing conditions, while anticipating and evolving forward. Ms Steel has formed a highly skilled team who is strategically focused and delivers widely acclaimed outcomes for court users. These skills were particularly evident during the COVID period of 2020 and 2021 when, in collaboration with the heads of jurisdiction, she put extensive strategies in place to ensure the continued operation of the courts. Ms Steel is innovative, resilient and flexible and she works tirelessly to adjust to changing circumstances. During the entire COVID period she has ensured the courts have been open for users in a suitably adjusted environment."
2010597,01/26/2022 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Mrs Lyndell SELLARS,Lyndell,SELLARS,Cairns,QLD,4870,Australia Day 2022 Honours List,,Qld Public Service,"For outstanding public service to education in Queensland, particularly in response to COVID-19.","Mrs Lyndell Sellars is an outstanding educator with 32 years' experience, including 27 years as a Teacher-Librarian. She is currently serving as the Head of Learning Resources at Cairns State High School. Mrs Sellars is responsible for a number of areas including the management of the Library - physical, digital and online resources. She also manages the ICT Support Team and Library Teacher Aides, providing staff and students efficient access to the school network and resources. Furthermore, Mrs Sellars also manages the Resource Centre and Information and Communication Technology budgets.  For the past 15 years Mrs Sellars has been the Regional Coordinator for the Children's Book Council of Australia Readers Cup competition. Students from across Far North Queensland have been provided with an opportunity to extend their reading experiences through engagement in this competition. During the 2020 COVID-19 lockdown in Queensland, Mrs Sellars was instrumental in supporting all staff and students with the shift to online learning. In a very short time, she was pivotal in ensuring that over 150 staff had the skills and capacity to provide online learning. She ran countless professional development sessions for staff so that they could teach their students confidently from home. She supported families and students by offering phone support for technology issues both during and after school hours. She also organised laptops and internet access for students that did not have devices at home so that they could continue learning while in lockdown.  Mrs Sellars lobbied for the increase of internet bandwidth for Cairns State High School to ensure that teachers could continue to utilise the technology in their classrooms, once the school returned to face-to-face learning. Mrs Sellars has consistently gone 'above and beyond' for her students, and in doing so has achieved excellent student outcomes over an extensive period of time.    "
2010598,01/26/2022 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Mr Paul Thomas MARTYN,Paul Thomas,MARTYN,Tarragindi,QLD,4121,Australia Day 2022 Honours List,,Qld Public Service,"For outstanding public service in the areas of Queensland export, global investment opportunities and leading the Queensland Government COVID-19 Response and Recovery Taskforce.","Mr Paul Martyn is currently serving as the Director-General of the Department of Energy and Public Works and has been an exemplar senior executive within the Queensland Public Service for 15 years. For the last three years, Mr Martyn has been the Chief Executive Officer (CEO) of Trade and Investment Queensland, a global business agency for the Queensland Government. Through this role, he has taken a thoughtful and considered approach to every facet of his work in assisting Queensland businesses to export their products and encouraging global investment. In 2020, Mr Martyn undertook a leadership role as CEO of the Queensland Government COVID-19 Response and Recovery Taskforce to spearhead the Queensland Government's COVID response and economic recovery. Mr Martyn led a multi-disciplinary team of over 60 staff representing 17 agencies from across the Queensland Government. In addition to the health response, the Taskforce supported the development of Queensland's Economic Recovery Plan: Unite and Recover, economic recovery strategies, and developed the COVID Safe Business Framework. "
2010599,01/26/2022 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Dr Gordon Paul GUYMER,Gordon Paul,GUYMER,,QLD,,Australia Day 2022 Honours List,,Qld Public Service,"For outstanding public service in the areas of scientific investigations, botanical research, policy reform relating to biodiversity conservation and natural resource management.","Dr Gordon Guymer has provided outstanding leadership for the Queensland Herbarium over the past 26 years and is currently serving as Director, Queensland Herbarium. Dr Guymer has achieved national recognition in scientific investigations, botanical research, policy reform relating to biodiversity conservation and natural resource management.  Dr Guymer is the Chief Botanist for the Queensland Government and as Director of the Queensland Herbarium, is responsible for managing scientific teams in discovering; describing; monitoring; surveying; naming, and classifying plants and plant communities. Dr Guymer provides the scientific leadership for research on the state's unique plant biodiversity, plant communities and regional ecosystems, including assessment and monitoring of vertebrate fauna. His expertise and depth of knowledge is central to the management and mapping of regional ecosystems, vegetation, threatened species, including koala habitat in Queensland, and the provision of public services including support to Queensland Health (poisons information) and the Queensland Police Service (forensic botany).  Dr Guymer has published over 80 peer-reviewed scientific papers and reports, described three new plant genera and over 100 plant species new to science. He has overseen making the Queensland Herbarium's extensive biodiversity data publicly available and this has enabled better environmental decision making. Dr Guymer is regarded as the intellectual leader in Queensland's plant biodiversity, environmental values and ecosystems by government and non-government stakeholders. His dedication and commitment to biodiversity and its conservation is enduring.  "
2010600,01/26/2022 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Mr Jeffrey Donald STEWART-HARRIS,Jeffrey Donald,STEWART-HARRIS,Mackay,QLD,4740,Australia Day 2022 Honours List,,Qld Public Service,For outstanding public service to local and state government in Queensland.,"Mr Jeffrey Stewart-Harris has served in local and state government continuously for 38 years. Since 1994 he has performed senior leadership roles as Director, Chief Operating Officer, Deputy Chief Executive Officer and Chief Executive Officer. Mr Stewart-Harris is currently serving as the Chief Executive Officer at the Isaac Regional Council in Queensland. Since 2001, Mr Stewart-Harris has held numerous board roles, providing economic development, leadership and service under local, state and commonwealth governments. Mr Stewart-Harris has strategically and tactically impacted the organisations and the communities he has served in many ways with care, wisdom, inclusion and extraordinary skill. While serving at Isaac Regional Council, Mr Stewart-Harris redeveloped the culture and function of his directorate, had genuine and thoughtful engagement with stakeholders from Clermont Saleyards and Showgrounds and has been creative, empathetic and inclusive with small coastal communities in the development of a new coastal hazard provisions planning scheme.  Mr Stewart-Harris has contributed reliably and skilfully in board roles at local, regional, state and national levels over and above his remunerated jobs. His leadership and development of some of Queensland's most critical Port assets and his successful management of complex and challenging local governments over many years have yielded many lasting legacies for those he has served.  "
2010606,01/26/2022 00:00:00 +00:00,Public Service Medal,PSM,ME,0,,Mr Anthony Michael KANNIS,Anthony Michael,KANNIS,Inglewood,WA,6052,Australia Day 2022 Honours List,,WA Public Service,"For outstanding public service to transport and infrastructure reform, particularly through METRONET.","Mr Anthony Kannis has worked in the public sector for over four decades in a range of roles including Deputy Chairperson of the Western Australian Treasury Corporation, the Western Australian Planning Commission's Infrastructure Coordinating Committee, and as the Western Australian Government nominee on the Infrastructure Australia Board. Mr Kannis is currently serving as the Managing Director of METRONET. During his time as Western Australia Police Executive Director Mr Kannis contributed significantly to the Frontline 2020 reform program. He also championed gender and equity reform in his portfolio, greatly increasing the number of women in senior positions.  As the Managing Director of METRONET, Perth's largest investment in public transport, Mr Kannis has driven and implemented the agency's robust governance framework, critical to the State Government's economic response to COVID-19. Leading the project's optimisation, he released projects to market 12 months ahead of schedule, creating a strong pipeline of work and jobs for Western Australia.  Mr Kannis has been a champion for accessible, universally designed transport and infrastructure through METRONET, promoting the benefits for the whole community, particularly people with disability, seniors and parents. Mr Kannis is dedicated to building the future of Western Australia through his commitment to a strengthened economy and the development of well connected, diverse and affordable places that enable individuals and families to participate fully in their community. "
